"ZIP CODE","BOROUGH","ON STREET NAME","CROSS STREET NAME","OFF STREET NAME","count"
"10459","BRONX","UNION AVENUE                    ",NULL,"EAST 160 STREET",1
"10459","BRONX","UNION AVENUE                    ",NULL,"EAST 165 STREET",1
"10459","BRONX","WEST FARMS ROAD",NULL,"BOONE AVENUE",1
"10459","BRONX","WEST FARMS ROAD",NULL,"EAST 172 STREET",1
"10459","BRONX","WEST FARMS ROAD                 ",NULL,"BOONE AVENUE",1
"10459","BRONX","WESTCHESTER AVENUE",NULL,"BRYANT AVENUE",1
"10459","BRONX","WESTCHESTER AVENUE",NULL,"EAST 161 STREET",1
"10459","BRONX","WESTCHESTER AVENUE",NULL,"EAST 162 STREET",1
"10459","BRONX","WESTCHESTER AVENUE",NULL,"HEWITT PLACE",1
"10459","BRONX","WESTCHESTER AVENUE",NULL,"WEST FARMS ROAD",1
"10459","BRONX","WESTCHESTER AVENUE              ",NULL,"BRYANT AVENUE",1
"10459","BRONX","WESTCHESTER AVENUE              ",NULL,"EAST 160 STREET",1
"10459","BRONX","WESTCHESTER AVENUE              ",NULL,"EAST 161 STREET",1
"10459","BRONX","WESTCHESTER AVENUE              ",NULL,"EAST 163 STREET",1
"10459","BRONX","WESTCHESTER AVENUE              ",NULL,"FAILE STREET",1
"10459","BRONX","WESTCHESTER AVENUE              ",NULL,"HOE AVENUE",1
"10459","BRONX","WESTCHESTER AVENUE              ",NULL,"INTERVALE AVENUE",1
"10459","BRONX","WESTCHESTER AVENUE              ",NULL,"SOUTHERN BOULEVARD",1
"10459","BRONX","WHITLOCK AVENUE",NULL,"ALDUS STREET",1
"10459","BRONX","WHITLOCK AVENUE                 ",NULL,"ALDUS STREET",1
"10459","BRONX","WHITLOCK AVENUE                 ",NULL,"EAST 165 STREET",1
"10459","BRONX","WHITLOCK AVENUE                 ",NULL,"FREEMAN STREET",1
"10459","BRONX","WILKENS AVENUE",NULL,"JENNINGS STREET",1
"10459","BRONX","WILKENS AVENUE                  ",NULL,"JENNINGS STREET",1
"10460","BRONX","ADAMS STREET",NULL,"VANNEST AVENUE",1
"10460","BRONX","ARCHER STREET",NULL,"TAYLOR AVENUE",1
"10460","BRONX","ARCHER STREET",NULL,"WHITE PLAINS ROAD",1
"10460","BRONX","ARCHER STREET                   ",NULL,"TAYLOR AVENUE",1
"10460","BRONX","BEACH AVENUE",NULL,"EAST TREMONT AVENUE",1
"10460","BRONX","BOONE AVENUE",NULL,"EAST 173 STREET",1
"10460","BRONX","BOONE AVENUE                    ",NULL,"EAST 172 STREET",1
"10460","BRONX","boston road",NULL,"louis Nine boulevard",1
"10460","BRONX","BOSTON ROAD",NULL,"BRISTOW STREET",1
"10460","BRONX","BOSTON ROAD",NULL,"BRONX RIVER PARKWAY",1
"10460","BRONX","BOSTON ROAD",NULL,"EAST 180 STREET",1
"10460","BRONX","BOSTON ROAD",NULL,"LONGFELLOW AVENUE",1
"10460","BRONX","BOSTON ROAD",NULL,"SEABURY PLACE",1
"10460","BRONX","BOSTON ROAD",NULL,"STEBBINS AVENUE",1
"10460","BRONX","BOSTON ROAD                     ",NULL,"BRONX RIVER PARKWAY",1
"10460","BRONX","BOSTON ROAD                     ",NULL,"CHARLOTTE STREET",1
"10460","BRONX","BOSTON ROAD                     ",NULL,"EAST 172 STREET",1
"10460","BRONX","BOSTON ROAD                     ",NULL,"EAST 173 STREET",1
"10460","BRONX","BOSTON ROAD                     ",NULL,"EAST 180 STREET",1
"10460","BRONX","BOSTON ROAD                     ",NULL,"HOE AVENUE",1
"10460","BRONX","BOSTON ROAD                     ",NULL,"LONGFELLOW AVENUE",1
"10460","BRONX","BRONX PARK AVENUE               ",NULL,"WYATT STREET",1
"10460","BRONX","BRONX PARK SOUTH",NULL,"MOHEGAN AVENUE",1
"10460","BRONX","BRONX RIVER PARKWAY",NULL,"BOSTON ROAD",1
"10460","BRONX","BRYANT AVENUE",NULL,"EAST TREMONT AVENUE",1
"10460","BRONX","BRYANT AVENUE                   ",NULL,"EAST 172 STREET",1
"10460","BRONX","CHARLOTTE STREET",NULL,"CROTONA PARK EAST",1
"10460","BRONX","CLAREMONT PARKWAY",NULL,"CROTONA PARK EAST",1
"10460","BRONX","CLAREMONT PARKWAY               ",NULL,"CROTONA PARK EAST",1
"10460","BRONX","COMMONWLTH AVENUE",NULL,"MERRILL STREET",1
"10460","BRONX","CROSS BRONX EXPRESSWAY",NULL,"SHERIDAN EXPRESSWAY",1
"10460","BRONX","CROSS BRONX EXPRESSWAY          ",NULL,"SOUTHERN BOULEVARD",1
"10460","BRONX","CROTONA PARK EAST",NULL,"CHARLOTTE STREET",1
"10460","BRONX","CROTONA PARK EAST",NULL,"SOUTHERN BOULEVARD",1
"10460","BRONX","CROTONA PARKWAY",NULL,"EAST 181 STREET",1
"10460","BRONX","CROTONA PARKWAY",NULL,"SOUTHERN BOULEVARD",1
"10460","BRONX","DALY AVENUE",NULL,"EAST 179 STREET",1
"10460","BRONX","DEVOE AVENUE",NULL,"EAST 177 STREET",1
"10460","BRONX","DEVOE AVENUE                    ",NULL,"EAST TREMONT AVENUE",1
"10460","BRONX","EAST 172 STREET",NULL,"BOSTON ROAD",1
"10460","BRONX","EAST 172 STREET",NULL,"BRYANT AVENUE",1
"10460","BRONX","EAST 172 STREET",NULL,"MINFORD PLACE",1
"10460","BRONX","EAST 172 STREET",NULL,"SEABURY PLACE",1
"10460","BRONX","EAST 172 STREET",NULL,"VYSE AVENUE",1
"10460","BRONX","EAST 173 STREET",NULL,"CROTONA PARK EAST",1
"10460","BRONX","EAST 173 STREET",NULL,"HOE AVENUE",1
"10460","BRONX","EAST 173 STREET",NULL,"VYSE AVENUE",1
"10460","BRONX","EAST 173 STREET                 ",NULL,"BOONE AVENUE",1
"10460","BRONX","EAST 173 STREET                 ",NULL,"BRYANT AVENUE",1
"10460","BRONX","EAST 174 STREET                 ",NULL,"BOONE AVENUE",1
"10460","BRONX","EAST 174 STREET                 ",NULL,"BRYANT AVENUE",1
"10460","BRONX","EAST 174 STREET                 ",NULL,"LONGFELLOW AVENUE",1
"10460","BRONX","EAST 174 STREET                 ",NULL,"VYSE AVENUE",1
"10460","BRONX","EAST 175 STREET",NULL,"MARMION AVENUE",1
"10460","BRONX","EAST 175 STREET",NULL,"MOHEGAN AVENUE",1
"10460","BRONX","EAST 175 STREET",NULL,"SOUTHERN BOULEVARD",1
"10460","BRONX","EAST 175 STREET                 ",NULL,"MARMION AVENUE",1
"10460","BRONX","EAST 175 STREET                 ",NULL,"TRAFALGAR PLACE",1
"10460","BRONX","EAST 176 STREET",NULL,"SOUTHERN BOULEVARD",1
"10460","BRONX","EAST 176 STREET",NULL,"TRAFALGAR PLACE",1
"10460","BRONX","EAST 176 STREET                 ",NULL,"WATERLOO PLACE",1
"10460","BRONX","EAST 177 STREET                 ",NULL,"DEVOE AVENUE",1
"10460","BRONX","EAST 178 STREET",NULL,"MAPES AVENUE",1
"10460","BRONX","EAST 179 STREET",NULL,"BOSTON ROAD",1
"10460","BRONX","EAST 179 STREET",NULL,"MAPES AVENUE",1
"10460","BRONX","EAST 179 STREET",NULL,"VYSE AVENUE",1
"10460","BRONX","EAST 180 STREET",NULL,"BRONX PARK AVENUE",1
"10460","BRONX","EAST 180 STREET",NULL,"HONEYWELL AVENUE",1
"10460","BRONX","EAST 180 STREET",NULL,"MAPES AVENUE",1
"10460","BRONX","EAST 180 STREET",NULL,"PROSPECT AVENUE",1
"10460","BRONX","EAST 180 STREET                 ",NULL,"BOSTON ROAD",1
"10460","BRONX","EAST 180 STREET                 ",NULL,"BRONX PARK AVENUE",1
"10460","BRONX","EAST 180 STREET                 ",NULL,"MORRIS PARK AVENUE",1
"10460","BRONX","EAST 180 STREET                 ",NULL,"VYSE AVENUE",1
"10460","BRONX","EAST 181 STREET",NULL,"CROTONA PARKWAY",1
"10460","BRONX","EAST 181 STREET",NULL,"DALY AVENUE",1
"10460","BRONX","EAST 181 STREET",NULL,"HONEYWELL AVENUE",1
"10460","BRONX","EAST 182 STREET",NULL,"MAPES AVENUE",1
"10460","BRONX","EAST 183 STREET                 ",NULL,"SOUTHERN BOULEVARD",1
"10460","BRONX","EAST TREMONT AVENUE",NULL,"BRONX PARK AVENUE",1
"10460","BRONX","EAST TREMONT AVENUE",NULL,"COMMONWLTH AVENUE",1
"10460","BRONX","EAST TREMONT AVENUE",NULL,"DEVOE AVENUE",1
"10460","BRONX","EAST TREMONT AVENUE",NULL,"EAST 180 STREET",1
"10460","BRONX","EAST TREMONT AVENUE             ",NULL,"BEACH AVENUE",1
"10460","BRONX","EAST TREMONT AVENUE             ",NULL,"BRYANT AVENUE",1
"10460","BRONX","EAST TREMONT AVENUE             ",NULL,"MORRIS PARK AVENUE",1
"10460","BRONX","EAST TREMONT AVENUE             ",NULL,"SOUTHERN BOULEVARD",1
"10460","BRONX","EAST TREMONT AVENUE             ",NULL,"VANNEST AVENUE",1
"10460","BRONX","ELSMERE PLACE",NULL,"PROSPECT AVENUE",1
"10460","BRONX","FILLMORE STREET",NULL,"MORRIS PARK AVENUE",1
"10460","BRONX","GARFIELD STREET",NULL,"VANNEST AVENUE",1
"10460","BRONX","GROTE STREET",NULL,"PROSPECT AVENUE",1
"10460","BRONX","GROTE STREET",NULL,"SOUTHERN BOULEVARD",1
"10460","BRONX","HOE AVENUE",NULL,"EAST 172 STREET",1
"10460","BRONX","HONEYWELL AVENUE                ",NULL,"EAST 180 STREET",1
"10460","BRONX","ittner place",NULL,"washington avenue",1
"10460","BRONX","JENNINGS STREET",NULL,"LONGFELLOW AVENUE",1
"10460","BRONX","LEBANON STREET",NULL,"DEVOE AVENUE",1
"10460","BRONX","LELAND AVENUE",NULL,"WOOD AVENUE",1
"10460","BRONX","LELAND AVENUE                   ",NULL,"ARCHER STREET",1
"10460","BRONX","LONGFELLOW AVENUE",NULL,"RODMAN PLACE",1
"10460","BRONX","LONGFELLOW AVENUE               ",NULL,"RODMAN PLACE",1
"10460","BRONX","MANSION STREET",NULL,"NOBLE AVENUE",1
"10460","BRONX","MANSION STREET                  ",NULL,"SAINT LAWRENCE AVENUE",1
"10460","BRONX","MAPES AVENUE",NULL,"EAST 181 STREET",1
"10460","BRONX","MARMION AVENUE",NULL,"EAST 178 STREET",1
"10460","BRONX","MEAD STREET",NULL,"GARFIELD STREET",1
"10460","BRONX","MINFORD PLACE                   ",NULL,"EAST 172 STREET",1
"10460","BRONX","MINFORD PLACE                   ",NULL,"EAST 173 STREET",1
"10460","BRONX","MORRIS PARK AVENUE",NULL,"EAST 180 STREET",1
"10460","BRONX","MORRIS PARK AVENUE",NULL,"EAST TREMONT AVENUE",1
"10460","BRONX","MORRIS PARK AVENUE",NULL,"FILLMORE STREET",1
"10460","BRONX","MORRIS PARK AVENUE",NULL,"LEBANON STREET",1
"10460","BRONX","MORRIS PARK AVENUE",NULL,"TAYLOR AVENUE",1
"10460","BRONX","MORRIS PARK AVENUE",NULL,"WYATT STREET",1
"10460","BRONX","PROSPECT AVENUE",NULL,"EAST 176 STREET",1
"10460","BRONX","PROSPECT AVENUE",NULL,"EAST 181 STREET",1
"10460","BRONX","PROSPECT AVENUE",NULL,"EAST 182 STREET",1
"10460","BRONX","PROSPECT AVENUE",NULL,"ELSMERE PLACE",1
"10460","BRONX","PROSPECT AVENUE                 ",NULL,"GARDEN STREET",1
"10460","BRONX","ROSEDALE AVENUE",NULL,"BRONX RIVER AVENUE",1
"10460","BRONX","SOUTHERN BOULEVARD",NULL,"CROTONA PARK EAST",1
"10460","BRONX","SOUTHERN BOULEVARD",NULL,"EAST 175 STREET",1
"10460","BRONX","SOUTHERN BOULEVARD",NULL,"GROTE STREET",1
"10460","BRONX","SOUTHERN BOULEVARD",NULL,"JENNINGS STREET",1
"10460","BRONX","SOUTHERN BOULEVARD              ",NULL,"EAST 175 STREET",1
"10460","BRONX","SOUTHERN BOULEVARD              ",NULL,"EAST 178 STREET",1
"10460","BRONX","SOUTHERN BOULEVARD              ",NULL,"EAST 179 STREET",1
"10460","BRONX","SOUTHERN BOULEVARD              ",NULL,"EAST TREMONT AVENUE",1
"10460","BRONX","SOUTHERN BOULEVARD              ",NULL,"ELSMERE PLACE",1
"10460","BRONX","SOUTHERN BOULEVARD              ",NULL,"FAIRMOUNT PLACE",1
"10460","BRONX","SOUTHERN BOULEVARD              ",NULL,"JENNINGS STREET",1
"10460","BRONX","TAYLOR AVENUE",NULL,"ARCHER STREET",1
"10460","BRONX","TAYLOR AVENUE",NULL,"VANNEST AVENUE",1
"10460","BRONX","THIERIOT AVENUE",NULL,"WOOD AVENUE",1
"10460","BRONX","VANNEST AVENUE",NULL,"GARFIELD STREET",1
"10460","BRONX","VANNEST AVENUE                  ",NULL,"EAST 180 STREET",1
"10460","BRONX","VANNEST AVENUE                  ",NULL,"EAST TREMONT AVENUE",1
"10460","BRONX","VYSE AVENUE",NULL,"EAST 172 STREET",1
"10460","BRONX","VYSE AVENUE",NULL,"EAST 180 STREET",1
"10460","BRONX","WEST FARMS ROAD                 ",NULL,"BOSTON ROAD",1
"10460","BRONX","WHITE PLAINS ROAD",NULL,"ARCHER STREET",1
"10460","BRONX","WHITE PLAINS ROAD",NULL,"GUERLAIN STREET",1
"10460","BRONX","WHITE PLAINS ROAD               ",NULL,"EAST TREMONT AVENUE",1
"10460","BRONX","WHITE PLAINS ROAD               ",NULL,"GUERLAIN STREET",1
"10460","BRONX","WILKENS AVENUE",NULL,"BOSTON ROAD",1
"10460","BRONX","WILKENS AVENUE                  ",NULL,"BOSTON ROAD",1
"10460","BRONX","WOOD AVENUE                     ",NULL,"TAYLOR AVENUE",1
"10461","BRONX","ARNOW PLACE",NULL,"WESTCHESTER AVENUE",1
"10461","BRONX","BAISLEY AVENUE                  ",NULL,"EDISON AVENUE",1
"10461","BRONX","BASSETT AVENUE",NULL,"EASTCHESTER ROAD",1
"10461","BRONX","BENSON STREET",NULL,"FRISBY AVENUE",1
"10461","BRONX","BLONDELL AVENUE",NULL,"FINK AVENUE",1
"10461","BRONX","BRUCKNER BOULEVARD",NULL,"CROSBY AVENUE",1
"10461","BRONX","BRUCKNER BOULEVARD              ",NULL,"COUNTRY CLUB ROAD",1
"10461","BRONX","BRUCKNER EXPRESSWAY             ",NULL,"WILKINSON AVENUE",1
"10461","BRONX","BUHRE AVENUE                    ",NULL,"JARVIS AVENUE",1
"10461","BRONX","BUHRE AVENUE                    ",NULL,"PARKVIEW AVENUE",1
"10461","BRONX","BUTLER PLACE",NULL,"ZEREGA AVENUE",1
"10461","BRONX","COUNTRY CLUB ROAD",NULL,"BRUCKNER BOULEVARD",1
"10461","BRONX","CROSBY AVENUE",NULL,"BRUCKNER BOULEVARD",1
"10461","BRONX","CROSBY AVENUE",NULL,"WATERBURY AVENUE",1
"10461","BRONX","CROSBY AVENUE                   ",NULL,"CODDINGTON AVENUE",1
"10461","BRONX","DUDLEY AVENUE",NULL,"EAST TREMONT AVENUE",1
"10461","BRONX","DUDLEY AVENUE",NULL,"WELLMAN AVENUE",1
"10461","BRONX","EAST 196 STREET",NULL,"COLONIAL AVENUE",1
"10461","BRONX","EAST TREMONT AVENUE",NULL,"BAISLEY AVENUE",1
"10461","BRONX","EAST TREMONT AVENUE",NULL,"CODDINGTON AVENUE",1
"10461","BRONX","EAST TREMONT AVENUE",NULL,"FRISBY AVENUE",1
"10461","BRONX","EAST TREMONT AVENUE",NULL,"HARRINGTON AVENUE",1
"10461","BRONX","EAST TREMONT AVENUE",NULL,"HASKIN STREET",1
"10461","BRONX","EAST TREMONT AVENUE",NULL,"LYVERE STREET",1
"10461","BRONX","EAST TREMONT AVENUE",NULL,"MEYERS STREET",1
"10461","BRONX","EAST TREMONT AVENUE",NULL,"PURITAN AVENUE",1
"10461","BRONX","EAST TREMONT AVENUE",NULL,"SAINT PETERS AVENUE",1
"10461","BRONX","east tremont avenue             ",NULL,"blondell avenue",1
"10461","BRONX","EAST TREMONT AVENUE             ",NULL,"BENSON STREET",1
"10461","BRONX","EAST TREMONT AVENUE             ",NULL,"HARRINGTON AVENUE",1
"10461","BRONX","EAST TREMONT AVENUE             ",NULL,"SEDDON STREET",1
"10461","BRONX","EASTCHESTER ROAD",NULL,"MCDONALD STREET",1
"10461","BRONX","EASTCHESTER ROAD",NULL,"RHINELANDER AVENUE",1
"10461","BRONX","EASTCHESTER ROAD",NULL,"WILKINSON AVENUE",1
"10461","BRONX","EASTCHESTER ROAD                ",NULL,"BLONDELL AVENUE",1
"10461","BRONX","EASTCHESTER ROAD                ",NULL,"MCDONALD STREET",1
"10461","BRONX","EDISON AVENUE                   ",NULL,"MIDDLETOWN ROAD",1
"10461","BRONX","EDWARDS AVENUE",NULL,"BALCOM AVENUE",1
"10461","BRONX","Edwards avenue                  ",NULL,"Ericson place",1
"10461","BRONX","ERICSON PLACE",NULL,"MAITLAND AVENUE",1
"10461","BRONX","ERICSON PLACE                   ",NULL,"HUTCHINSON RIVER PARKWAY EAST",1
"10461","BRONX","FERRIS PLACE",NULL,"BUTLER PLACE",1
"10461","BRONX","FERRIS PLACE",NULL,"WESTCHESTER AVENUE",1
"10461","BRONX","FINK AVENUE",NULL,"WATERS PLACE",1
"10461","BRONX","FRISBY AVENUE",NULL,"OVERING STREET",1
"10461","BRONX","FRISBY AVENUE",NULL,"ROWLAND STREET",1
"10461","BRONX","FRISBY AVENUE",NULL,"SAINT PETERS AVENUE",1
"10461","BRONX","GILLESPIE AVENUE                ",NULL,"WATERBURY AVENUE",1
"10461","BRONX","HAIGHT AVENUE",NULL,"LYDIG AVENUE",1
"10461","BRONX","HALSEY STREET",NULL,"ZEREGA AVENUE",1
"10461","BRONX","HOBART AVENUE",NULL,"BUHRE AVENUE",1
"10461","BRONX","HOBART AVENUE",NULL,"LASALLE AVENUE",1
"10461","BRONX","HONE AVENUE",NULL,"NEILL AVENUE",1
"10461","BRONX","JARVIS AVENUE",NULL,"ZULETTE AVENUE",1
"10461","BRONX","LASALLE AVENUE                  ",NULL,"MAYFLOWER AVENUE",1
"10461","BRONX","LYDIG AVENUE",NULL,"HONE AVENUE",1
"10461","BRONX","LYDIG AVENUE",NULL,"NARAGANSET AVENUE",1
"10461","BRONX","LYDIG AVENUE",NULL,"TENBROECK AVENUE",1
"10461","BRONX","LYDIG AVENUE",NULL,"TOMLINSON AVENUE",1
"10461","BRONX","LYDIG AVENUE",NULL,"WILLIAMSBRIDGE ROAD",1
"10461","BRONX","MACLAY AVENUE",NULL,"MONTGOMERY PLACE",1
"10461","BRONX","Marconi Street",NULL,"Waters Place",1
"10461","BRONX","Marconi street                  ",NULL,"waters place",1
"10461","BRONX","MAYFLOWER AVENUE",NULL,"WELLMAN AVENUE",1
"10461","BRONX","MAYFLOWER AVENUE",NULL,"ZULETTE AVENUE",1
"10461","BRONX","MAYFLOWER AVENUE                ",NULL,"HARRINGTON AVENUE",1
"10461","BRONX","MAYFLOWER AVENUE                ",NULL,"LASALLE AVENUE",1
"10461","BRONX","MAYFLOWER AVENUE                ",NULL,"WILKINSON AVENUE",1
"10461","BRONX","MAYFLOWER AVENUE                ",NULL,"ZULETTE AVENUE",1
"10461","BRONX","MERRY AVENUE",NULL,"ZULETTE AVENUE",1
"10461","BRONX","MIDDLETOWN ROAD",NULL,"HOBART AVENUE",1
"10461","BRONX","MIDDLETOWN ROAD",NULL,"HUTCHINSON RIVER PARKWAY EAST",1
"10461","BRONX","MORRIS PARK AVENUE",NULL,"HAIGHT AVENUE",1
"10461","BRONX","MORRIS PARK AVENUE",NULL,"HONE AVENUE",1
"10461","BRONX","MORRIS PARK AVENUE",NULL,"TENBROECK AVENUE",1
"10461","BRONX","MORRIS PARK AVENUE",NULL,"TOMLINSON AVENUE",1
"10461","BRONX","MORRIS PARK AVENUE              ",NULL,"HONE AVENUE",1
"10461","BRONX","MORRIS PARK AVENUE              ",NULL,"TENBROECK AVENUE",1
"10461","BRONX","NEILL AVENUE",NULL,"HAIGHT AVENUE",1
"10461","BRONX","NEILL AVENUE                    ",NULL,"WILLIAMSBRIDGE ROAD",1
"10461","BRONX","OVERING STREET",NULL,"FRISBY AVENUE",1
"10461","BRONX","PELHAM PARKWAY SOUTH",NULL,"HAIGHT AVENUE",1
"10461","BRONX","PELHAM PARKWAY SOUTH",NULL,"LURTING AVENUE",1
"10461","BRONX","PELHAM PARKWAY SOUTH",NULL,"SAINT PAUL AVENUE",1
"10461","BRONX","PIERCE AVENUE",NULL,"YATES AVENUE",1
"10461","BRONX","RHINELANDER AVENUE",NULL,"HAIGHT AVENUE",1
"10461","BRONX","ROBERTS AVENUE",NULL,"CROSBY AVENUE",1
"10461","BRONX","SAINT PETERS AVENUE",NULL,"GLEBE AVENUE",1
"10461","BRONX","SAINT PETERS AVENUE",NULL,"TRATMAN AVENUE",1
"10461","BRONX","SAINT THERESA AVENUE",NULL,"HOBART AVENUE",1
"10461","BRONX","SAINT THERESA AVENUE",NULL,"MULFORD AVENUE",1
"10461","BRONX","SAINT THERESA AVENUE            ",NULL,"WESTCHESTER AVENUE",1
"10461","BRONX","SEDDON STREET                   ",NULL,"BUCK STREET",1
"10461","BRONX","SEDDON STREET                   ",NULL,"EAST TREMONT AVENUE",1
"10461","BRONX","SEMINOLE AVENUE",NULL,"NARAGANSET AVENUE",1
"10461","BRONX","SILVER STREET",NULL,"EAST TREMONT AVENUE",1
"10461","BRONX","TENBROECK AVENUE",NULL,"LYDIG AVENUE",1
"10461","BRONX","TENBROECK AVENUE",NULL,"MORRIS PARK AVENUE",1
"10461","BRONX","TOMLINSON AVENUE",NULL,"PIERCE AVENUE",1
"10461","BRONX","VANNEST AVENUE",NULL,"TENBROECK AVENUE",1
"10461","BRONX","WATERBURY AVENUE",NULL,"MAYFLOWER AVENUE",1
"10461","BRONX","WATERS AVENUE                   ",NULL,"WESTCHESTER AVENUE",1
"10461","BRONX","Waters Place",NULL,"Marconi Street",1
"10461","BRONX","WATERS PLACE",NULL,"EASTCHESTER ROAD",1
"10461","BRONX","WATERS PLACE                    ",NULL,"FINK AVENUE",1
"10461","BRONX","WESTCHESTER AVENUE",NULL,"COMMERCE AVENUE",1
"10461","BRONX","WESTCHESTER AVENUE",NULL,"OVERING STREET",1
"10461","BRONX","WESTCHESTER AVENUE",NULL,"ROBERTS AVENUE",1
"10461","BRONX","WESTCHESTER AVENUE",NULL,"SAINT THERESA AVENUE",1
"10461","BRONX","WESTCHESTER AVENUE",NULL,"ZEREGA AVENUE",1
"10461","BRONX","WESTCHESTER AVENUE              ",NULL,"BUHRE AVENUE",1
"10461","BRONX","WESTCHESTER AVENUE              ",NULL,"COOPER AVENUE",1
"10461","BRONX","WESTCHESTER AVENUE              ",NULL,"EAST TREMONT AVENUE",1
"10461","BRONX","WESTCHESTER AVENUE              ",NULL,"LITTLE LEAGUE PLACE",1
"10461","BRONX","WESTCHESTER AVENUE              ",NULL,"SAINT PAUL AVENUE",1
"10461","BRONX","WILKINSON AVENUE",NULL,"EASTCHESTER ROAD",1
"10461","BRONX","WILLIAMSBRIDGE ROAD",NULL,"PIERCE AVENUE",1
"10461","BRONX","WILLIAMSBRIDGE ROAD",NULL,"ROBERTS AVENUE",1
"10461","BRONX","WILLIAMSBRIDGE ROAD             ",NULL,"RHINELANDER AVENUE",1
"10461","BRONX","WILLOW LANE",NULL,"BUHRE AVENUE",1
"10461","BRONX","ZEREGA AVENUE",NULL,"TRATMAN AVENUE",1
"10461","BRONX","ZULETTE AVENUE",NULL,"GILLESPIE AVENUE",1
"10461","BRONX","ZULETTE AVENUE",NULL,"MAYFLOWER AVENUE",1
"10462","BRONX","AMETHYST STREET                 ",NULL,"MORRIS PARK AVENUE",1
"10462","BRONX","ANTIN PLACE",NULL,"WALLACE AVENUE",1
"10462","BRONX","BARNES AVENUE",NULL,"BRADY AVENUE",1
"10462","BRONX","BENEDICT AVENUE",NULL,"PUGSLEY AVENUE",1
"10462","BRONX","BIRCHALL AVENUE",NULL,"SAGAMORE STREET",1
"10462","BRONX","BOGART AVENUE",NULL,"MORRIS PARK AVENUE",1
"10462","BRONX","BOLTON STREET",NULL,"PELHAM PARKWAY SOUTH",1
"10462","BRONX","BRADY AVENUE",NULL,"HOLLAND AVENUE",1
"10462","BRONX","BRADY AVENUE",NULL,"MULINER AVENUE",1
"10462","BRONX","BRADY AVENUE",NULL,"WALLACE AVENUE",1
"10462","BRONX","BRONX PARK EAST                 ",NULL,"BRADY AVENUE",1
"10462","BRONX","BRONX PARK EAST                 ",NULL,"MARAN PLACE",1
"10462","BRONX","BRONXDALE AVENUE",NULL,"HOLLAND AVENUE",1
"10462","BRONX","BRONXDALE AVENUE",NULL,"HUNT AVENUE",1
"10462","BRONX","BRONXDALE AVENUE",NULL,"MATTHEWS AVENUE",1
"10462","BRONX","BRONXDALE AVENUE",NULL,"PIERCE AVENUE",1
"10462","BRONX","BRONXDALE AVENUE",NULL,"SACKET AVENUE",1
"10462","BRONX","BRONXDALE AVENUE",NULL,"VANNEST AVENUE",1
"10462","BRONX","BRONXDALE AVENUE                ",NULL,"MORRIS PARK AVENUE",1
"10462","BRONX","BRONXDALE AVENUE                ",NULL,"RHINELANDER AVENUE",1
"10462","BRONX","BRUSH AVENUE",NULL,"BRUCKNER EXPRESSWAY",1
"10462","BRONX","CASTLE HILL AVENUE",NULL,"ELLIS AVENUE",1
"10462","BRONX","CASTLE HILL AVENUE",NULL,"LYON AVENUE",1
"10462","BRONX","CASTLE HILL AVENUE",NULL,"NEWBOLD AVENUE",1
"10462","BRONX","CASTLE HILL AVENUE",NULL,"POWELL AVENUE",1
"10462","BRONX","COLDEN AVENUE",NULL,"LYDIG AVENUE",1
"10462","BRONX","COLDEN AVENUE",NULL,"VANNEST AVENUE",1
"10462","BRONX","COMMERCE AVENUE",NULL,"GLEASON AVENUE",1
"10462","BRONX","CRUGER AVENUE",NULL,"BRONXDALE AVENUE",1
"10462","BRONX","EAST TREMONT AVENUE",NULL,"CASTLE HILL AVENUE",1
"10462","BRONX","ELLIS AVENUE",NULL,"CASTLE HILL AVENUE",1
"10462","BRONX","ELLIS AVENUE",NULL,"SEABURY AVENUE",1
"10462","BRONX","GLEBE AVENUE                    ",NULL,"LYON AVENUE",1
"10462","BRONX","GLOVER STREET",NULL,"LYON AVENUE",1
"10462","BRONX","GLOVER STREET                   ",NULL,"LYON AVENUE",1
"10462","BRONX","GRANT CIRCLE",NULL,"METROPOLITAN AVENUE",1
"10462","BRONX","HAVEMEYER AVENUE",NULL,"WATERBURY AVENUE",1
"10462","BRONX","HAVILAND AVENUE",NULL,"ZEREGA AVENUE",1
"10462","BRONX","HOLLAND AVENUE",NULL,"HUNT AVENUE",1
"10462","BRONX","LYDIG AVENUE",NULL,"BOLTON STREET",1
"10462","BRONX","LYDIG AVENUE",NULL,"CRUGER AVENUE",1
"10462","BRONX","LYDIG AVENUE",NULL,"MATTHEWS AVENUE",1
"10462","BRONX","LYDIG AVENUE",NULL,"WALLACE AVENUE",1
"10462","BRONX","LYDIG AVENUE",NULL,"WHITE PLAINS ROAD",1
"10462","BRONX","LYDIG AVENUE                    ",NULL,"BOLTON STREET",1
"10462","BRONX","LYDIG AVENUE                    ",NULL,"HOLLAND AVENUE",1
"10462","BRONX","LYDIG AVENUE                    ",NULL,"WHITE PLAINS ROAD",1
"10462","BRONX","LYON AVENUE                     ",NULL,"GLEBE AVENUE",1
"10462","BRONX","MARAN PLACE                     ",NULL,"WHITE PLAINS ROAD",1
"10462","BRONX","MATTHEWS AVENUE",NULL,"RHINELANDER AVENUE",1
"10462","BRONX","MATTHEWS AVENUE                 ",NULL,"NEILL AVENUE",1
"10462","BRONX","MCGRAW AVENUE                   ",NULL,"METROPOLITAN AVENUE",1
